"CentroCodigo";"CentroNombre";"TecnicaCodigo";"TecnicaNombre";"Año";"PerioricidadCodigo";"PeriodoCodigo";"RevisadoPor";"RevisadoFecha";"PreventivoEstado";"FechaExportacion"
"005";"Alora";"006";"Energía";"2009";"002";"06";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"005";"Alora";"006";"Energía";"2009";"006";"01";"975282";31-May-09;"OK - Validado";"02/06/2009"
"005";"Alora";"006";"Energía";"2009";"006";"02";"975282";30-Nov-09;"OK - Validado";"04/02/2010"
"005";"Alora";"006";"Energía";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"06/08/2009"
"005";"Alora";"007";"LZB";"2009";"006";"01";"975282";31-Mar-09;"No OK - Validado";"06/08/2009"
"005";"Alora";"007";"LZB";"2009";"006";"02";"975282";30-Sep-09;"No OK - Validado";"30/09/2009"
"005";"Alora";"007";"LZB";"2009";"012";"01";"975282";31-Mar-09;"No OK - Validado";"31/03/2009"
"005";"Alora";"008";"Señales";"2009";"006";"01";"975282";1-Jul-09;"OK - Validado";"04/07/2009"
"005";"Alora";"008";"Señales";"2009";"006";"02";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"005";"Alora";"008";"Señales";"2009";"012";"01";"975282";1-Jul-09;"OK - Validado";"04/07/2009"
"005";"Alora";"012";"ASFA";"2009";"012";"01";"975282";1-Jul-09;"OK - Validado";"04/07/2009"
"005";"Alora";"013";"ETCS Dimetronic";"2009";"012";"01";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"006";"Los Prados";"001";"Agujas";"2009";"012";"01";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"006";"Los Prados";"002";"Circuitos vía";"2008";"012";"01";;;;"02/06/2009"
"006";"Los Prados";"002";"Circuitos vía";"2009";"012";"01";;;"No Terminado";"05/05/2009"
"006";"Los Prados";"003";"EDD/DCO";"2009";"006";"01";"975282";28-Feb-09;"OK - Validado";"03/03/2009"
"006";"Los Prados";"003";"EDD/DCO";"2009";"006";"02";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"006";"Los Prados";"003";"EDD/DCO";"2009";"012";"01";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"006";"Los Prados";"004";"Auxiliares";"2009";"006";"01";"975282";30-Apr-09;"OK - Validado";"05/05/2009"
"006";"Los Prados";"004";"Auxiliares";"2009";"006";"02";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"006";"Los Prados";"004";"Auxiliares";"2009";"012";"01";"975282";31-Oct-09;"OK - Validado";"13/01/2010"
"006";"Los Prados";"005";"ENCE";"2009";"006";"01";"975282";31-Jan-09;"OK - Validado";
"006";"Los Prados";"005";"ENCE";"2009";"006";"02";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"006";"Los Prados";"005";"ENCE";"2009";"012";"01";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"006";"Los Prados";"005";"ENCE";"2009";"024";"01";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"01";"975282";31-Jan-09;"OK - Validado";
"006";"Los Prados";"006";"Energía";"2009";"001";"02";"975282";28-Feb-09;"OK - Validado";"03/03/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"03";"975282";31-Mar-09;"OK - Validado";"31/03/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"04";"975282";30-Apr-09;"OK - Validado";"05/05/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"05";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"06";"975282";1-Jul-09;"OK - Validado";"04/07/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"07";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"08";"975282";31-Aug-09;"OK - Validado";"01/09/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"09";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"10";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"11";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"006";"Los Prados";"006";"Energía";"2009";"001";"12";"975282";31-Dec-09;"OK - Validado";"31/12/2009"
"006";"Los Prados";"006";"Energía";"2009";"002";"01";"975282";31-Jan-09;"OK - Validado";
"006";"Los Prados";"006";"Energía";"2009";"002";"02";"975282";31-Mar-09;"OK - Validado";"31/03/2009"
"006";"Los Prados";"006";"Energía";"2009";"002";"03";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"006";"Energía";"2009";"002";"04";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"006";"Los Prados";"006";"Energía";"2009";"002";"05";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"006";"Los Prados";"006";"Energía";"2009";"002";"06";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"006";"Los Prados";"006";"Energía";"2009";"006";"01";"975282";31-May-09;"OK - Validado";"03/06/2009"
"006";"Los Prados";"006";"Energía";"2009";"006";"02";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"006";"Los Prados";"006";"Energía";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"008";"Señales";"2009";"006";"01";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"008";"Señales";"2009";"006";"02";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"006";"Los Prados";"008";"Señales";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"012";"ASFA";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"02/06/2009"
"006";"Los Prados";"013";"ETCS Dimetronic";"2009";"012";"01";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"007";"Málaga";"001";"Agujas";"2009";"012";"01";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"007";"Málaga";"002";"Circuitos vía";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"06/10/2009"
"007";"Málaga";"003";"EDD/DCO";"2009";"006";"01";"975282";28-Feb-09;"OK - Validado";"03/03/2009"
"007";"Málaga";"003";"EDD/DCO";"2009";"006";"02";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"007";"Málaga";"003";"EDD/DCO";"2009";"012";"01";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"007";"Málaga";"004";"Auxiliares";"2009";"006";"01";"975282";30-Apr-09;"OK - Validado";"05/05/2009"
"007";"Málaga";"004";"Auxiliares";"2009";"006";"02";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"007";"Málaga";"005";"ENCE";"2009";"006";"01";"975282";31-Jan-09;"OK - Validado";
"007";"Málaga";"005";"ENCE";"2009";"006";"02";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"007";"Málaga";"005";"ENCE";"2009";"012";"01";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"007";"Málaga";"005";"ENCE";"2009";"024";"01";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"01";"975282";31-Jan-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"001";"02";"975282";28-Feb-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"001";"03";"975282";31-Mar-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"001";"04";"975282";30-Apr-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"001";"05";"975282";31-May-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"001";"06";"975282";1-Jul-09;"OK - Validado";"04/07/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"07";"975282";31-Jul-09;"OK - Validado";"31/07/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"08";"975282";31-Aug-09;"OK - Validado";"01/09/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"09";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"10";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"11";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"007";"Málaga";"006";"Energía";"2009";"001";"12";"975282";31-Dec-09;"OK - Validado";"31/12/2009"
"007";"Málaga";"006";"Energía";"2009";"002";"04";;;"No Iniciado";"31/07/2009"
"007";"Málaga";"006";"Energía";"2009";"006";"01";"975282";31-May-09;"OK - Validado";
"007";"Málaga";"006";"Energía";"2009";"006";"02";"975282";30-Nov-09;"OK - Validado";"05/12/2009"
"007";"Málaga";"006";"Energía";"2009";"012";"01";"975282";31-May-09;"OK - Validado";
"007";"Málaga";"008";"Señales";"2009";"006";"01";"975282";31-May-09;"OK - Validado";
"007";"Málaga";"008";"Señales";"2009";"006";"02";"975282";31-Oct-09;"OK - Validado";"03/11/2009"
"007";"Málaga";"008";"Señales";"2009";"012";"01";"975282";31-May-09;"OK - Validado";
"007";"Málaga";"012";"ASFA";"2009";"012";"01";"975282";31-May-09;"OK - Validado";"06/10/2009"
"007";"Málaga";"013";"ETCS Dimetronic";"2009";"012";"01";"975282";30-Sep-09;"OK - Validado";"30/09/2009"
