"","rule","precision","recall"
"1912","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.275,0.014918114
"1913","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.275,0.014918114
"1914","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.27499999,0.01469507
"1915","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.27499999,0.015388418
"1916","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.27499999,0.014540383
"1917","<{saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.27492064,0.21384921
"1918","<{saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.27345305,0.34220441
"1919","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.27333334,0.20384921
"1920","<{saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.27293651,0.22496032
"1921","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.27134921,0.21496032
"1922","<{saml.status.DS_3_44},{saml.status.DS_7_20}>",0.27069596,0.029768627
"1923","<{saml.status.DS_7_81,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.27,0.009944423
"1924","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.27,0.009944423
"1925","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.27,0.016546922
"1926","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.27,0.016358565
"1927","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_66}>",0.26893093,0.34108734
"1928","<{saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1929","<{saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1930","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1931","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1932","<{saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1933","<{saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1934","<{saml.status.DS_3_44,saml.status.DS_7_8},{saml.status.DS_7_69}>",0.26666666,0.013464912
"1935","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1936","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1937","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.26666666,0.013464912
"1938","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1939","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1940","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1941","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1942","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1943","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1944","<{saml.status.DS_3_44,saml.status.DS_7_63},{saml.status.DS_7_69}>",0.26666666,0.013464912
"1945","<{saml.status.DS_3_44,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1946","<{saml.status.DS_3_44,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1947","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.26666666,0.010131578
"1948","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.26666666,0.014918114
"1949","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.2654762,0.19956349
"1950","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.26349207,0.2106746
"1951","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.26212122,0.18956349
"1952","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.26212122,0.18956349
"1953","<{saml.status.DS_3_44},{saml.status.DS_7_21}>",0.26108058,0.029656906
"1954","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.26099205,0.20384921
"1955","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.26099205,0.20384921
"1956","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.26013709,0.2006746
"1957","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.26013709,0.2006746
"1958","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.2593723,0.24634921
"1959","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.2593723,0.24634921
"1960","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.25876983,0.21496032
"1961","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.25876983,0.21496032
"1962","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25833334,0.18956349
"1963","<{saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1964","<{saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.25833333,0.027522282
"1965","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1966","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.25833333,0.027522282
"1967","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1968","<{saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1969","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1970","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1971","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25833333,0.014918114
"1972","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.25634921,0.2006746
"1973","<{saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25616717,0.25634921
"1974","<{saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25616717,0.24634921
"1975","<{saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.25456348,0.21384921
"1976","<{saml.status.DS_3_44},{saml.status.DS_7_69}>",0.2540293,0.027777082
"1977","<{saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.25234126,0.22496032
"1978","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.25206348,0.20384921
"1979","<{saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_67}>",0.25,0.012656587
"1980","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.25,0.012656587
"1981","<{saml.status.DS_7_69,saml.status.DS_7_81},{saml.status.DS_7_67}>",0.25,0.012656587
"1982","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.25,0.012656587
"1983","<{saml.status.DS_7_81,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.25,0.006798245
"1984","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.25,0.006798245
"1985","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.25,0.020855615
"1986","<{saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.25,0.020855615
"1987","<{saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.25,0.006798245
"1988","<{saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.25,0.007905406
"1989","<{saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.25,0.007051961
"1990","<{saml.status.DS_7_8,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.25,0.006819423
"1991","<{saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25,0.014918114
"1992","<{saml.status.DS_7_8,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.25,0.014918114
"1993","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.25,0.006798245
"1994","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.25,0.007905406
"1995","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.25,0.007051961
"1996","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.25,0.006819423
"1997","<{saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_22}>",0.25,0.0325
"1998","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"1999","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2000","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2001","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_22}>",0.25,0.0325
"2002","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2003","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2004","<{saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2005","<{saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25,0.014918114
"2006","<{saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2007","<{saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2008","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2009","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2010","<{saml.status.DS_3_44,saml.status.DS_7_8},{saml.status.DS_7_68}>",0.25,0.014918114
"2011","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25,0.014918114
"2012","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20},{saml.status.DS_7_22}>",0.25,0.0325
"2013","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2014","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2015","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2016","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_22}>",0.25,0.0325
"2017","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2018","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2019","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2020","<{saml.status.DS_3_44,saml.status.DS_7_63},{saml.status.DS_7_68}>",0.25,0.014918114
"2021","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2022","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2023","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.25,0.0325
"2024","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.25,0.0325
"2025","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.24984126,0.21496032
"2026","<{saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24942114,0.2531746
"2027","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.24898649,0.43949016
"2028","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.24765872,0.18956349
"2029","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.24765872,0.18956349
"2030","<{saml.status.DS_7_69,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.24727917,0.43949016
"2031","<{saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_66}>",0.24722222,0.034188945
"2032","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24707071,0.2431746
"2033","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24707071,0.2431746
"2034","<{saml.status.DS_7_69,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24703551,0.30285714
"2035","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24703551,0.30285714
"2036","<{saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_68}>",0.24685367,0.43949016
"2037","<{saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.24672273,0.24206349
"2038","<{saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24645275,0.32285714
"2039","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.24567459,0.19956349
"2040","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.2454365,0.2006746
"2041","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.2454365,0.2006746
"2042","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.2443723,0.23206349
"2043","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.2443723,0.23206349
"2044","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.24386558,0.2431746
"2045","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.24345237,0.2106746
"2046","<{saml.status.DS_7_20,saml.status.DS_7_66},{saml.status.DS_7_22}>",0.2419073,0.30285714
"2047","<{saml.status.DS_7_8},{saml.status.DS_7_68}>",0.24166667,0.014918114
"2048","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2049","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2050","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2051","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2052","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2053","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2054","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2055","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2056","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2057","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2058","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2059","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2060","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2061","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2062","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2063","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2064","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2065","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2066","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2067","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2068","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2069","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2070","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2071","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2072","<{saml.status.DS_3_44,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2073","<{saml.status.DS_3_44,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2074","<{saml.status.DS_3_44,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2075","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2076","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2077","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2078","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2079","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2080","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2081","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2082","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2083","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2084","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2085","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2086","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2087","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.24166666,0.011361737
"2088","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.24166666,0.012162612
"2089","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.24166666,0.011415383
"2090","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.24116717,0.23206349
"2091","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.23873015,0.18956349
"2092","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_22}>",0.23650793,0.2006746
"2093","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.23545478,0.3941105
"2094","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.23380312,0.3941105
"2095","<{saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2096","<{saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2097","<{saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2098","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2099","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2100","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
"2101","<{saml.status.DS_7_63},{saml.status.DS_7_22}>",0.23333333,0.0325
"2102","<{saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_22}>",0.23333333,0.0325
